age,region,sexe,type,entendu
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,non_normee,1
21,Paris et alentours,male,normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
22,Nord,male,normee,1
22,Nord,male,non_normee,1
22,Nord,male,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,non_normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
21,Nord,female,normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
40,Sud,female,non_normee,1
40,Sud,female,normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,sud_ouest,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,sud_ouest,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,sud_ouest,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,normee,1
47,Sud_Ouest,male,non_normee,1
47,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,female,normee,1
22,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,sud_ouest,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,sud_ouest,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,sud_ouest,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,non_normee,1
19,Sud_Ouest,male,normee,1
19,Sud_Ouest,male,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,sud_ouest,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,sud_ouest,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,sud_ouest,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,non_normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,normee,1
36,Sud_Ouest,female,normee,1
20,Sud,female,non_normee,1
20,Sud,female,non_normee,1
20,Sud,female,normee,1
20,Sud,female,non_normee,1
20,Sud,female,non_normee,1
20,Sud,female,normee,1
20,Sud,female,sud_ouest,1
20,Sud,female,normee,1
20,Sud,female,normee,1
20,Sud,female,sud_ouest,1
20,Sud,female,normee,1
20,Sud,female,non_normee,1
20,Sud,female,normee,1
20,Sud,female,sud_ouest,1
20,Sud,female,normee,1
20,Sud,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,sud_ouest,1
18,Sud,female,normee,1
18,Sud,female,normee,1
18,Sud,female,normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,sud_ouest,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,normee,1
18,Sud,female,normee,1
18,Sud,female,non_normee,1
18,Sud,female,non_normee,1
18,Sud,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,sud_ouest,1
19,Sud_Ouest,female,normee,1
19,Sud_Ouest,female,non_normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,sud_ouest,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,sud_ouest,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,non_normee,1
20,Nord_Ouest,female,normee,1
20,Nord_Ouest,female,sud_ouest,1
20,Nord_Ouest,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,sud_ouest,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,non_normee,1
22,Nord,female,normee,1
22,Nord,female,normee,1
22,Nord,female,normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,sud_ouest,1
27,Sud_Ouest,female,non_normee,1
27,Sud_Ouest,female,normee,1
27,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,sud_ouest,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,sud_ouest,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,sud_ouest,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,normee,1
56,Sud_Ouest,female,non_normee,1
56,Sud_Ouest,female,sud_ouest,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,sud_ouest,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,sud_ouest,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,sud_ouest,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,non_normee,1
82,Sud_Ouest,female,normee,1
82,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,sud_ouest,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,non_normee,1
21,Sud_Ouest,female,normee,1
21,Sud_Ouest,female,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,non_normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,normee,1
22,Sud_Ouest,male,sud_ouest,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,non_normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,normee,1
24,Nord_Ouest,female,non_normee,1
24,Nord_Ouest,female,normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,sud_ouest,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,non_normee,1
57,Sud_Ouest,male,sud_ouest,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,non_normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,non_normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,sud_ouest,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,non_normee,1
57,Sud_Ouest,male,normee,1
57,Sud_Ouest,male,non_normee,1
57,Sud_Ouest,male,sud_ouest,1
60,Sud_Ouest,female,non_normee,1
60,Sud_Ouest,female,normee,1
60,Sud_Ouest,female,normee,1
60,Sud_Ouest,female,sud_ouest,1
60,Sud_Ouest,female,normee,1
60,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,sud_ouest,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,sud_ouest,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,sud_ouest,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,normee,1
52,Sud_Ouest,female,non_normee,1
52,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,non_normee,1
18,Sud_Ouest,female,normee,1
18,Sud_Ouest,female,sud_ouest,1
18,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,sud_ouest,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,sud_ouest,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,sud_ouest,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,normee,1
23,Sud_Ouest,female,sud_ouest,1
23,Sud_Ouest,female,non_normee,1
23,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,sud_ouest,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,sud_ouest,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,normee,1
46,Sud_Ouest,female,non_normee,1
46,Sud_Ouest,female,sud_ouest,1
46,Sud_Ouest,female,normee,1
37,Nord,female,non_normee,1
37,Nord,female,non_normee,1
37,Nord,female,normee,1
37,Nord,female,non_normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,non_normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,non_normee,1
37,Nord,female,normee,1
37,Nord,female,non_normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
37,Nord,female,normee,1
55,Nord,female,normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,sud_ouest,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,normee,1
55,Nord,female,sud_ouest,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,normee,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
55,Nord,female,sud_ouest,1
55,Nord,female,non_normee,1
55,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
46,Nord,female,non_normee,1
46,Nord,female,normee,1
46,Nord,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,non_normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,non_normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,non_normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,non_normee,1
21,Nord_Ouest,female,normee,1
21,Nord_Ouest,female,non_normee,1
21,Nord_Ouest,female,normee,1
